职位名称,公司名称,工作地点,参考月薪,学历要求,发布时间,岗位职责
风控经理,厦门市石智投资管理有限公司,厦门市集美区,18000,本科,2019-5-14 9:30,岗位职责：1、建设风控体系，拟订风险管理流程和风险管理制度，设计风险管理岗位的工作和运作流程等；2、协助投资经理对部门项目进行尽职调查；3、为投资项目提供投资风险解决方案，提供综合性报告和建议；4...
私募基金客户经理（募资经理）,厦门市石智投资管理有限公司,厦门市集美区,11500,本科,2019-5-14 9:30,岗位职责：1、熟练掌握私募基金业务、私募基金产品知识及相关工作流程；2、积极开拓私募基金营销渠道，包括但不限于银行、信托公司、保险公司、证券公司、实业公司、自然人投资者、募集代理机构等；3、制定并...
投资经理,厦门市石智投资管理有限公司,厦门市集美区,11500,本科,2019-5-14 9:30,【寻找价值投资者】 我们招聘的不是员工，是一起实现梦想的合作伙伴…… 如果你是一位很想证明自己的90后，或是不甘于现状不想继续打工的80后，请加入我们石智资本精英团队！!！ 在这里，我们没有官僚教条主义...
投资风控负责人,厦门市石智投资管理有限公司,厦门市集美区,18000,本科,2019-5-14 9:30,岗位职责：1、建设风控体系，拟订风险管理流程和风险管理制度，设计风险管理岗位的工作和运作流程等；2、协助投资经理对部门项目进行尽职调查；3、为投资项目提供投资风险解决方案，提供综合性报告和建议；4...
证券代表,厦门中健网农股份有限公司,厦门市,11500,本科,2019-5-14 9:29,岗位职责：1、信息披露，负责对公司年度财务报告、中期财务报告的信息披露工作，为股东提供公司经营财务信息；2、股东大会，负责股东大会的筹备、召开，起草有关会议资料；3、起草企业商业计划书，梳理公司商...
电信账款通知处理专员（龙池、角美）,上海兆庆资产管理有限公司厦门海沧分公司,厦门市海沧区、漳州市,8000,中专,2019-5-14 9:29,【职位要求】1、中专（高中）以上学历；2、数据输入40/分以上；3、基本计算机操作；4、普通话标准（懂闽南语者优先考虑）；5、有从事销售、客服及催收相关工作者优先考虑；6、有良好的沟通协调能力；7...
金融风险信控专员,上海兆庆资产管理有限公司厦门海沧分公司,厦门市海沧区,7500,中专,2019-5-14 9:29,【岗位职责】1. 接受银行委托处理信用卡、现金卡、房屋贷款等逾期欠款事项；2. 通过电话提醒客户信用卡等透支信息，请其及时还款，无需外出；3. 客户资源均由银行提供，无需自己外出寻找客户资源；4. 进行债...
电话催收员,上海兆庆资产管理有限公司厦门海沧分公司,厦门市海沧区,7500,中专,2019-5-14 9:29,【职位要求】1、有从事销售、客服及催收相关工作者优先考虑；2、有良好的沟通协调能力；3、有良好的心里素质，积极乐观的态度，具有较强的抗压性，敢于接受挑战。4、普通话标准（懂闽南语者优先考虑）【...
银行逾期账款催收专员（欢迎应届毕业生）,上海兆庆资产管理有限公司厦门海沧分公司,厦门市海沧区,7500,高中,2019-5-14 9:29,【职位要求】1、大专以上学历；2、数据输入40/分以上；3、基本计算机操作；4、普通话标准、有从事销售、客服及催收相关工作者优先考虑；6、有良好的沟通协调能力；7、有良好的心里素质，积极乐观的态度...
电话客服专员,上海兆庆资产管理有限公司厦门海沧分公司,厦门市海沧区、福建省、厦门市思明区,5000,中专,2019-5-14 9:29,【职位要求】1、中专（高中）以上学历；2、数据输入40分以上3、基本计算机操作；4、口齿清晰，普通话流利，语音富有感染力（懂闽南语者优先考虑）；5、有从事电话客服工作经验者优先考虑；6、具备较强的...
车贷逾期账款处理专员,上海兆庆资产管理有限公司厦门海沧分公司,厦门市思明区,9000,高中,2019-5-14 9:29,【职位要求】1、中专（高中）以上学历；2、数据输入40/分以上；3、基本计算机操作；4、普通话标准（懂闽南语者优先考虑）；5、有从事销售、客服及催收相关工作者优先考虑；6、有较强的沟通协调能力及思...
电话销售,厦门财速通投资管理有限公司,厦门市思明区,12000,高中,2019-5-14 9:29,没有经验、没有技巧、对工作迷茫、这些都不是问题，只要你有决心，只要你想赚钱，剩下的我们一起努力。岗位职责：1.公司提供资源，通过相应的渠道开发客户，并维护好客户关系。2.提供专业内部培训，配备专职讲...
信贷专员,厦门财速通投资管理有限公司,厦门市思明区,15000,无,2019-5-14 9:29,没有经验、没有技巧、对工作迷茫、这些都不是问题，只要你有决心，只要你想赚钱，剩下的我们一起努力。岗位职责：1.公司提供资源，通过相应的渠道开发客户，并维护好客户关系。2.提供专业内部培训，配备专职讲...
客服专员,厦门财速通投资管理有限公司,厦门市思明区,12000,无,2019-5-14 9:29,双休无责任高薪信贷客服+五险没有经验、没有技巧、对工作迷茫、这些都不是问题，只要你有决心，只要你想赚钱，剩下的我们一起努力。岗位职责：1.公司提供资源，通过相应的渠道开发客户，并维护好客户关系。2...
证券经纪人,兴业证券股份有限公司厦门吕岭路证券营业部,厦门市,0,大专,2019-5-14 9:29,岗位职责：1、负责客户的开发、维护和服务；2、依法合规招揽客户，积极开拓市场；3、对证券行业有浓厚兴趣，具有较高的工作热情；4、收集市场信息，了解客户需求，管理维护客户关系。岗位要求：1、大专...
理财顾问,兴业证券股份有限公司厦门吕岭路证券营业部,厦门市,6000,本科,2019-5-14 9:29,岗位职责：（1） 根据分公司或营业部的要求开展市场营销活动，从事经纪业务、基金产品销售市场开发工作，完成营销任务。（2）积极参加公司及分公司/营业部组织的市场营销活动。（3） 与银行、公募基金、券商、...
招投标经理,中船重工（厦门）海陆智能科技有限责任公司,厦门市翔安区,11250,大专,2019-5-14 9:27,岗位职责：1、负责公司招投标工作；收集行业内招标信息，并及时整理，报公司领导，确定投标项目；2、负责组织编制招投标文件；3、负责招投标项目的投标、竞标、开标、评标等相关工作，及时处理招投标项目的协...
金融方向储干（2019年应届生）,奥佳华智能健康科技集团股份有限公司,厦门市,0,硕士研究生,2019-5-14 9:26,【岗位职责】1、协助集团高层根据公司未来战略发展方向寻找新的投资机会，并进行市场调研、数据收集和可行性分析；2、整理项目投资建议书，并进行财务预测和风险评估；3、完成领导交办的其他工作。【任职...
初级投资顾问,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市思明区,12500,大专,2019-5-14 9:26,岗位职责：1. 以电话沟通、陌生拜访、渠道合作、沙龙邀约等方式进行新客户开发和邀约；2. 提供基于客户需求的投资出借意见，推荐稳定收益的出借产品；3. 对新客户的跟进与追踪，对老客户的维护以及业务再开发...
客服专员,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市思明区,7500,大专,2019-5-14 9:26,岗位职责：1、通过各类渠道开发意向客户，约见意向客户面谈；2、提升客户对公司各类产品的了解；3、对新客户的跟进与追踪，对老客户的维护以及业务再开发；4、积极拓展我司业务领域，不断挖掘客户资源，为客...
资深客户经理,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市、厦门市思明区,25000,大专,2019-5-14 9:26,岗位职责：1.开发意向客户，完成业绩指标；2.做好客户沟通、服务，维护客户关系；3.开拓目标客户，发展潜在客户，扩大业务范围；4.积极配合业务团队，完成团队业绩指标；5. 服从公司工作安排并在业务进展...
储备干部（19年毕业生）,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市思明区,4000,大专,2019-5-14 9:26,岗位职责：1、通过电话寻找意向客户，约见意向客户面谈；2、熟悉提升对公司各类产品的了解；3、对新客户的跟进与追踪，对老客户的维护以及业务再开发；4、积极拓展我司业务领域，不断挖掘客户资源，为客户提...
金融专员,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市思明区,7500,大专,2019-5-14 9:26,岗位职责：1、通过各类渠道开发意向客户，约见意向客户面谈；2、提升客户对公司各类产品的了解；3、对新客户的跟进与追踪，对老客户的维护以及业务再开发；4、积极拓展我司业务领域，不断挖掘客户资源，为客...
大客户经理,瑞诚财富（北京）投资管理有限公司厦门分公司,厦门市思明区,25000,大专,2019-5-14 9:26,岗位职责：1. 开发高端资产客户资源，以资源渠道合作、沙龙邀约、客户答谢等方式进行新客户开发；2. 提供基于客户需求的投资出借意见，推荐稳定收益的出借产品；3. 对新客户的跟进与追踪，对老客户的维护以及...
